Geneid	SRR222175	SRR222176	SRR222177	SRR222178
ENSG00000164306	8	18	39	44
ENSG00000087269	49	184	189	257
ENSG00000137462	11	31	50	53
ENSG00000090316	270	626	510	475
ENSG00000109686	342	348	766	1001
ENSG00000185049	61	353	164	199
ENSG00000197712	249	245	372	532
ENSG00000138744	552	210	875	556
ENSG00000145362	174	16	152	49
ENSG00000138792	4	19	13	31
ENSG00000109736	162	845	322	389
ENSG00000109667	10	23	38	42
ENSG00000035928	51	57	201	352
ENSG00000164128	26	14	46	48
ENSG00000125388	4	11	17	10
ENSG00000145348	25	19	97	147
ENSG00000164129	0	1	5	5
ENSG00000109255	2	37	5	6
ENSG00000033178	53	57	127	254
ENSG00000164136	37	10	33	23
ENSG00000109762	17	23	58	99
ENSG00000164323	13	36	95	186
ENSG00000109475	790	523	2051	1883
ENSG00000129116	529	393	541	694
ENSG00000164161	17	13	133	156
ENSG00000163110	298	315	635	755
ENSG00000145425	321	234	806	1102
ENSG00000156096	0	0	0	1
ENSG00000170801	132	466	284	195
ENSG00000174720	59	33	155	157
ENSG00000189308	32	50	71	98
ENSG00000109576	4	8	31	37
ENSG00000164024	129	111	303	417
ENSG00000163138	15	30	51	76
ENSG00000164111	454	638	956	1530
ENSG00000198189	419	204	824	695
ENSG00000145214	221	483	307	294
ENSG00000090989	101	54	143	252
ENSG00000109436	53	86	148	173
ENSG00000138801	35	58	199	341
ENSG00000125386	102	178	203	186
ENSG00000186867	0	1	0	2
ENSG00000138660	78	51	113	138
ENSG00000121892	157	197	515	943
ENSG00000145390	422	196	342	470
ENSG00000154274	384	158	323	289
ENSG00000164038	26	14	31	49
ENSG00000163104	28	39	112	210
ENSG00000053900	68	38	103	164
ENSG00000007062	162	81	442	642
ENSG00000164124	108	49	136	177
ENSG00000085871	171	123	427	342
ENSG00000163697	38	64	94	138
ENSG00000145375	13	30	29	62
ENSG00000061918	22	20	46	62
ENSG00000121210	24	40	109	70
ENSG00000164305	113	124	311	348
ENSG00000250921	0	0	0	0
ENSG00000278913	0	0	0	0
ENSG00000164151	44	72	181	319
ENSG00000248962	0	0	0	0
ENSG00000248137	0	0	0	0
ENSG00000280251	0	0	0	0
ENSG00000279002	0	0	0	0
ENSG00000250490	0	0	1	0
ENSG00000251476	0	0	0	0
ENSG00000183654	0	0	0	1
ENSG00000248729	0	0	0	0
ENSG00000249994	0	0	0	0
ENSG00000250037	0	0	0	0
ENSG00000278877	0	0	0	0
ENSG00000250730	0	0	0	0
ENSG00000250001	0	0	0	0
ENSG00000145555	246	446	557	1079
ENSG00000250866	0	0	0	0
ENSG00000242654	0	0	0	0
ENSG00000280373	0	0	0	0
ENSG00000248699	0	0	0	0
ENSG00000251168	0	0	0	0
ENSG00000249486	0	0	0	0
ENSG00000250761	0	0	0	0
ENSG00000248766	0	0	0	0
ENSG00000279264	0	0	0	0
ENSG00000249688	0	0	0	0
ENSG00000275733	0	0	0	0
ENSG00000251568	0	0	0	0
ENSG00000250808	0	0	0	0
ENSG00000251112	0	0	0	0
ENSG00000279075	0	0	0	0
ENSG00000249191	0	0	0	0
ENSG00000249053	0	0	0	0
ENSG00000260981	0	0	1	0
ENSG00000287199	0	0	0	0
ENSG00000251549	0	0	0	0
ENSG00000183580	36	34	79	39
ENSG00000242608	0	0	0	0
ENSG00000286751	0	0	0	0
ENSG00000250587	0	0	0	0
ENSG00000248834	0	0	0	0
ENSG00000279125	0	0	0	0
ENSG00000286556	0	0	0	0
ENSG00000250332	0	1	1	7
ENSG00000224282	2	1	1	0
ENSG00000250389	0	0	0	0
ENSG00000249557	0	0	0	0
ENSG00000249490	0	0	0	0
ENSG00000279635	0	0	0	0
ENSG00000214132	3	0	0	0
ENSG00000253104	0	0	0	0
ENSG00000248537	0	0	0	0
ENSG00000248813	0	0	0	0
ENSG00000233787	0	0	0	0
ENSG00000286432	0	0	0	0
ENSG00000240376	118	577	486	611
ENSG00000272057	0	1	0	1
ENSG00000279097	0	0	0	0
ENSG00000230571	0	0	0	0
ENSG00000249927	0	0	0	0
ENSG00000250619	0	0	0	0
ENSG00000248624	0	0	0	0
ENSG00000248286	0	0	0	0
ENSG00000277878	0	0	0	0
ENSG00000260786	0	0	0	0
ENSG00000280185	0	0	0	0
ENSG00000249289	0	0	0	0
ENSG00000280305	0	0	0	0
ENSG00000248349	0	0	0	0
ENSG00000250703	0	0	0	0
ENSG00000248148	2	0	1	0
ENSG00000234865	0	0	0	0
ENSG00000250118	0	0	1	0
ENSG00000248651	0	0	0	0
ENSG00000241739	0	0	0	1
ENSG00000249404	0	0	0	0
ENSG00000251189	0	0	0	0
ENSG00000249410	0	0	0	0
ENSG00000248279	0	0	0	0
ENSG00000248378	0	0	0	0
ENSG00000249579	0	0	0	0
ENSG00000278734	0	0	0	0
ENSG00000249206	0	0	0	0
ENSG00000249928	0	0	0	0
ENSG00000279470	0	0	0	0
ENSG00000250764	1	1	2	2
ENSG00000287947	0	0	0	0
ENSG00000113100	0	0	0	0
ENSG00000251599	1	0	0	0
ENSG00000151388	10	78	10	51
ENSG00000249584	0	0	0	0
ENSG00000248878	0	0	0	0
ENSG00000213956	0	0	0	1
ENSG00000249099	0	0	0	0
ENSG00000287087	1	0	1	0
ENSG00000276098	0	0	0	0
ENSG00000250524	0	0	0	0
ENSG00000249338	0	0	0	0
ENSG00000271410	0	0	0	1
ENSG00000286647	0	0	0	1
ENSG00000250480	1	0	0	0
ENSG00000270495	0	0	0	0
ENSG00000226432	2	6	0	2
ENSG00000152932	4	1	10	34
ENSG00000250048	0	0	0	0
ENSG00000250319	1	0	0	0
ENSG00000250747	0	0	0	0
ENSG00000251294	0	0	0	0
ENSG00000285552	0	0	0	0
ENSG00000240627	0	1	0	0
ENSG00000249226	0	0	0	0
ENSG00000251062	1	0	0	0
ENSG00000244621	0	0	0	0
ENSG00000213949	184	180	300	510
ENSG00000248418	0	0	0	0
ENSG00000280438	0	0	0	0
ENSG00000254170	0	0	0	1
ENSG00000250164	0	0	0	0
ENSG00000287179	0	0	0	0
ENSG00000271752	0	0	0	0
ENSG00000287597	3	0	0	0
ENSG00000250124	0	0	0	0
ENSG00000038427	80	220	386	709
ENSG00000280338	0	0	0	0
ENSG00000249114	0	0	0	0
ENSG00000234838	0	0	1	0
ENSG00000249668	0	0	0	1
ENSG00000249616	1	0	0	0
ENSG00000248891	0	0	0	0
ENSG00000248285	0	0	0	0
ENSG00000287540	0	0	0	0
ENSG00000236068	0	0	0	0
ENSG00000251585	0	0	0	0
ENSG00000244630	0	0	0	0
ENSG00000130449	92	74	139	148
ENSG00000271455	0	0	0	0
ENSG00000240412	0	0	0	0
ENSG00000242706	0	0	0	0
ENSG00000241965	0	0	0	0
ENSG00000243592	4	0	0	1
ENSG00000164190	86	92	323	504
ENSG00000248789	1	0	0	0
ENSG00000240388	0	1	2	2
ENSG00000287447	0	0	0	0
ENSG00000250422	0	0	0	0
ENSG00000242858	3	11	3	10
ENSG00000250827	4	0	0	0
ENSG00000249835	0	0	0	0
ENSG00000254310	2	0	0	0
ENSG00000212930	1	0	1	0
ENSG00000250662	2	0	0	0
ENSG00000271687	0	0	0	2
ENSG00000238000	16	2	18	11
ENSG00000250273	0	0	1	2
ENSG00000236447	0	0	0	0
ENSG00000248733	0	0	0	0
ENSG00000250145	0	0	0	0
ENSG00000134061	6	13	68	55
ENSG00000240003	0	1	1	0
ENSG00000250081	0	0	0	0
ENSG00000280009	0	0	0	0
ENSG00000249153	0	0	0	0
ENSG00000186479	3	2	1	3
ENSG00000214853	0	0	0	0
ENSG00000249276	0	0	0	0
ENSG00000279869	0	0	0	0
ENSG00000271207	0	1	1	4
ENSG00000250694	0	0	0	0
ENSG00000250079	0	0	0	0
ENSG00000251435	0	0	0	0
ENSG00000288539	1	0	0	2
ENSG00000152669	0	21	9	13
ENSG00000271035	0	0	0	0
ENSG00000250391	0	0	0	0
ENSG00000270388	3	0	2	4
ENSG00000217416	1	0	1	1
ENSG00000241059	0	0	0	0
ENSG00000248195	0	0	0	0
ENSG00000249894	0	0	0	0
ENSG00000249944	0	0	0	0
ENSG00000249495	0	0	0	0
ENSG00000249439	0	0	0	0
ENSG00000251495	1	3	2	10
ENSG00000270906	284	44	107	128
ENSG00000251093	0	0	0	0
ENSG00000251023	5	0	3	2
ENSG00000250017	0	0	0	0
ENSG00000176183	1	0	1	5
ENSG00000246316	0	0	0	0
ENSG00000249921	0	0	0	2
ENSG00000243914	0	0	1	0
ENSG00000248701	0	0	0	0
ENSG00000248363	0	0	0	0
ENSG00000249128	0	0	0	0
ENSG00000285809	0	0	0	0
ENSG00000248967	0	0	0	0
ENSG00000248199	0	0	0	0
ENSG00000250095	0	0	0	0
ENSG00000270307	0	0	8	11
ENSG00000250013	0	0	0	0
ENSG00000248873	0	1	4	3
ENSG00000250099	0	0	0	0
ENSG00000248803	0	0	0	0
ENSG00000251125	0	0	0	0
ENSG00000251477	0	0	0	0
ENSG00000249904	0	0	0	0
ENSG00000249318	0	0	0	0
ENSG00000162685	0	0	0	0
ENSG00000196900	0	1	5	5
ENSG00000249068	0	0	0	0
ENSG00000249963	0	0	0	0
ENSG00000251237	0	0	0	0
ENSG00000241809	0	0	0	0
ENSG00000248781	1	0	0	1
ENSG00000239870	0	0	0	0
ENSG00000249418	0	0	0	0
ENSG00000249619	0	0	0	0
ENSG00000273860	0	0	0	0
ENSG00000164199	2	11	16	19
ENSG00000250221	3	5	3	5
ENSG00000286048	0	0	0	0
ENSG00000248794	1	0	3	3
ENSG00000248288	0	0	1	0
ENSG00000249697	0	0	0	0
ENSG00000213630	1	1	18	7
ENSG00000249426	0	0	0	0
ENSG00000251132	0	0	0	0
ENSG00000197575	2	0	0	0
ENSG00000270350	0	0	0	0
ENSG00000248648	0	0	1	1
ENSG00000251421	0	0	0	0
ENSG00000249744	0	0	0	0
ENSG00000250383	0	0	0	0
ENSG00000224296	0	0	1	0
ENSG00000250650	0	0	0	0
ENSG00000250882	0	1	1	0
ENSG00000270225	6	1	3	3
ENSG00000248271	0	0	0	0
ENSG00000145794	2	0	3	3
ENSG00000243385	0	0	0	0
ENSG00000272123	1	0	0	0
ENSG00000164400	1	21	0	3
ENSG00000214794	1	0	0	0
ENSG00000248268	0	0	0	0
ENSG00000279370	0	0	0	0
ENSG00000233943	0	0	0	0
ENSG00000250122	0	0	0	2
ENSG00000249057	0	0	0	0
ENSG00000249135	0	0	0	0
ENSG00000250830	0	0	0	0
ENSG00000250197	2	0	1	0
ENSG00000226400	0	0	1	0
ENSG00000250678	0	0	0	0
ENSG00000250860	0	0	0	0
ENSG00000261037	0	0	0	0
ENSG00000164318	2	28	45	35
ENSG00000270232	0	0	0	0
ENSG00000279883	0	0	0	0
ENSG00000251682	0	1	0	2
ENSG00000249768	0	0	0	0
ENSG00000249514	0	0	0	0
ENSG00000249238	0	0	0	0
ENSG00000287054	0	0	0	0
ENSG00000279691	0	1	0	0
ENSG00000249270	0	0	0	0
ENSG00000249562	0	0	0	0
ENSG00000184084	0	0	0	0
ENSG00000250242	0	0	0	0
ENSG00000285804	0	0	1	0
ENSG00000217791	2	2	1	2
ENSG00000251311	0	0	0	0
ENSG00000249433	0	0	0	0
ENSG00000271480	0	0	0	0
ENSG00000244192	1	0	1	3
ENSG00000129595	8	15	33	43
ENSG00000229738	0	0	0	0
ENSG00000250441	0	1	1	1
ENSG00000250472	1	0	0	1
ENSG00000251593	5	38	24	24
ENSG00000279737	0	0	0	0
ENSG00000271849	0	1	0	1
ENSG00000248826	0	0	0	0
ENSG00000241888	0	0	0	0
ENSG00000250732	0	0	0	0
ENSG00000249990	0	0	0	0
ENSG00000251099	0	0	0	0
ENSG00000113369	82	185	190	355
ENSG00000279584	0	0	0	0
ENSG00000251204	0	0	1	0
ENSG00000240052	0	0	0	0
ENSG00000248885	2	0	2	0
ENSG00000286408	1	2	5	7
ENSG00000249349	0	1	0	0
ENSG00000251206	0	0	0	0
ENSG00000243304	0	0	0	0
ENSG00000286745	0	0	0	0
ENSG00000250928	0	0	0	0
ENSG00000249023	0	0	0	0
ENSG00000145839	0	0	0	0
ENSG00000248652	0	0	0	0
ENSG00000234758	0	0	0	0
ENSG00000250405	1	0	0	0
ENSG00000249878	0	0	0	0
ENSG00000250437	0	0	0	0
ENSG00000272416	2	1	1	1
ENSG00000250853	0	0	0	0
ENSG00000270230	2	0	4	1
ENSG00000176857	0	0	0	1
ENSG00000184838	5	44	27	19
ENSG00000259968	0	0	0	0
ENSG00000214108	0	0	0	0
ENSG00000145826	0	0	0	0
ENSG00000205644	0	0	0	0
ENSG00000248955	0	0	0	0
ENSG00000249791	0	0	1	0
ENSG00000270779	0	0	0	0
ENSG00000249842	0	0	0	0
ENSG00000248192	0	0	0	0
ENSG00000248674	0	0	0	0
ENSG00000131711	105	41	145	100
ENSG00000249017	0	0	0	0
ENSG00000283782	0	0	0	0
ENSG00000248979	0	0	0	1
ENSG00000251552	0	0	0	0
ENSG00000270741	1	0	0	0
ENSG00000214890	0	0	0	0
ENSG00000286676	3	1	1	1
ENSG00000230929	4	1	0	1
ENSG00000279686	0	0	0	0
ENSG00000164512	1	0	0	3
ENSG00000249026	2	3	5	13
ENSG00000251261	0	0	0	0
ENSG00000251281	0	0	1	0
ENSG00000285616	0	0	1	0
ENSG00000250444	1	3	0	11
ENSG00000272203	0	0	0	0
ENSG00000243859	72	18	52	75
ENSG00000279860	0	0	0	0
ENSG00000248170	0	0	0	0
ENSG00000250947	0	0	0	0
ENSG00000249360	0	1	0	0
ENSG00000164219	80	46	216	149
ENSG00000239642	0	0	0	0
ENSG00000251395	0	0	0	0
ENSG00000146006	1	2	8	3
ENSG00000250862	0	0	0	0
ENSG00000250080	0	0	0	0
ENSG00000249605	0	0	0	0
ENSG00000248758	0	0	0	0
ENSG00000213891	0	1	3	4
ENSG00000251066	0	0	0	1
ENSG00000249380	0	0	0	0
ENSG00000279118	5	1	5	4
ENSG00000272239	0	0	0	0
ENSG00000249607	0	0	0	1
ENSG00000215325	0	1	0	1
ENSG00000249363	0	0	2	8
ENSG00000251135	0	0	0	0
ENSG00000249774	0	0	0	0
ENSG00000186367	1	0	0	0
ENSG00000239528	0	0	1	3
ENSG00000279130	0	0	0	1
ENSG00000249582	0	0	0	0
ENSG00000250672	0	0	1	0
ENSG00000271585	0	0	0	0
ENSG00000213488	0	0	0	0
ENSG00000169302	3	1	5	0
ENSG00000248722	0	0	0	0
ENSG00000251054	1	0	0	0
ENSG00000286839	0	0	0	0
ENSG00000250847	0	0	0	0
ENSG00000248667	0	0	0	0
ENSG00000281938	0	0	0	0
ENSG00000253119	0	0	0	0
ENSG00000248853	1	0	0	0
ENSG00000250583	0	0	0	0
ENSG00000249429	0	0	0	0
ENSG00000253886	1	0	2	3
ENSG00000249285	0	0	0	0
ENSG00000249448	1	0	0	0
ENSG00000250253	0	0	0	0
ENSG00000260686	0	0	0	0
ENSG00000287695	0	0	0	1
ENSG00000253141	0	0	0	0
ENSG00000249761	0	0	0	0
ENSG00000155858	12	10	36	54
ENSG00000214360	0	0	0	0
ENSG00000285618	0	0	0	0
ENSG00000251001	0	0	0	0
ENSG00000250956	0	0	1	1
ENSG00000248525	0	0	0	0
ENSG00000229721	0	0	0	0
ENSG00000286238	0	0	0	0
ENSG00000244245	7	6	9	13
ENSG00000253224	0	0	0	0
ENSG00000251031	0	0	0	0
ENSG00000205359	0	1	0	0
ENSG00000224012	3	1	0	0
ENSG00000249792	0	0	0	0
ENSG00000254351	0	0	0	0
ENSG00000244331	0	1	3	0
ENSG00000253630	0	0	0	0
ENSG00000273569	0	0	0	0
ENSG00000214743	0	0	0	0
ENSG00000251102	1	1	1	1
ENSG00000243758	0	0	0	0
ENSG00000253218	0	0	0	0
ENSG00000248125	0	3	1	3
ENSG00000253743	0	0	0	0
ENSG00000235253	4	0	7	4
ENSG00000271679	0	0	0	0
ENSG00000248909	0	0	0	1
ENSG00000197744	0	0	0	0
ENSG00000253908	0	0	0	0
ENSG00000254164	0	0	0	0
ENSG00000240058	0	0	0	0
ENSG00000285605	0	0	0	0
ENSG00000213376	0	1	0	0
ENSG00000253512	0	0	0	0
ENSG00000213414	1	1	2	2
ENSG00000249174	0	0	0	0
ENSG00000251201	0	1	0	0
ENSG00000249229	0	0	0	0
ENSG00000145779	50	71	123	154
ENSG00000249518	0	0	0	0
ENSG00000225364	0	0	0	0
ENSG00000250329	0	0	0	0
ENSG00000249772	0	0	0	0
ENSG00000253422	0	0	0	0
ENSG00000253955	0	0	0	1
ENSG00000249449	0	0	0	0
ENSG00000183775	1	0	2	2
ENSG00000253331	0	0	0	1
ENSG00000244088	0	0	0	0
ENSG00000253946	0	0	0	0
ENSG00000273217	0	0	0	0
ENSG00000286128	0	0	0	0
ENSG00000250972	0	0	0	0
ENSG00000248156	0	0	0	0
ENSG00000253538	1	0	0	0
ENSG00000164399	0	0	0	0
ENSG00000270839	0	0	0	0
ENSG00000145819	229	249	344	513
ENSG00000213661	0	1	2	0
ENSG00000254239	0	0	0	0
ENSG00000253109	0	0	0	0
ENSG00000232916	0	0	0	0
ENSG00000254047	0	0	0	0
ENSG00000249600	0	0	0	0
ENSG00000253927	0	0	0	0
ENSG00000254200	0	0	0	0
ENSG00000253449	0	0	0	0
ENSG00000253683	12	10	25	14
ENSG00000250015	0	0	1	0
ENSG00000181867	0	0	0	0
ENSG00000280161	1	0	4	0
ENSG00000253424	0	0	0	0
ENSG00000243664	0	0	0	0
ENSG00000286182	0	0	0	0
ENSG00000253134	0	0	0	0
ENSG00000185056	0	0	0	0
ENSG00000183072	0	1	0	0
ENSG00000253244	0	0	0	0
ENSG00000231579	0	0	2	3
ENSG00000253646	0	0	1	0
ENSG00000249287	0	0	0	0
ENSG00000248355	0	0	0	0
ENSG00000253261	0	0	0	0
ENSG00000248761	0	0	0	0
ENSG00000279679	0	0	0	0
ENSG00000271477	0	0	0	0
ENSG00000231228	0	0	0	0
ENSG00000250346	0	0	1	0
ENSG00000280318	0	0	0	0
ENSG00000249950	0	0	0	0
ENSG00000254011	0	0	0	0
ENSG00000270442	0	0	1	3
ENSG00000285865	0	1	0	1
ENSG00000278965	1	1	0	0
ENSG00000242080	0	0	0	0
ENSG00000249412	0	0	1	0
ENSG00000249722	0	0	0	0
ENSG00000242683	3	0	0	0
ENSG00000187658	2	14	6	4
ENSG00000226650	1	5	4	13
ENSG00000248687	0	0	0	0
ENSG00000253480	0	0	0	0
ENSG00000198108	3	7	10	9
ENSG00000254336	0	0	0	0
ENSG00000249545	0	0	0	0
ENSG00000213655	0	0	0	0
ENSG00000248308	0	0	0	0
ENSG00000198944	64	70	100	95
ENSG00000242477	2	7	26	55
ENSG00000230612	0	1	0	0
ENSG00000249061	0	1	0	0
ENSG00000113742	52	87	109	112
ENSG00000248362	0	0	0	0
ENSG00000279698	0	0	0	0
ENSG00000113520	0	0	0	0
ENSG00000213940	0	0	0	0
ENSG00000248610	0	0	0	3
ENSG00000249876	2	0	0	0
ENSG00000251370	0	0	0	0
ENSG00000251320	0	0	0	0
ENSG00000249293	0	1	0	1
ENSG00000249312	0	0	0	1
ENSG00000253600	0	0	0	0
ENSG00000250492	0	1	3	2
ENSG00000248765	0	0	0	0
ENSG00000270430	0	0	0	0
ENSG00000164325	0	0	0	0
ENSG00000242979	0	0	0	0
ENSG00000201026	0	0	0	0
ENSG00000223007	0	0	0	0
ENSG00000284000	0	0	0	0
ENSG00000199773	0	0	0	0
ENSG00000239112	0	0	0	0
ENSG00000222054	0	0	0	0
ENSG00000266415	0	0	0	0
ENSG00000216077	0	0	0	0
ENSG00000212305	0	0	0	0
ENSG00000202269	0	0	0	0
ENSG00000222312	0	0	0	0
ENSG00000201436	0	0	0	0
ENSG00000276764	0	0	0	0
ENSG00000241552	0	0	0	0
ENSG00000212278	0	0	0	0
ENSG00000277455	0	0	0	0
ENSG00000252083	0	0	0	0
ENSG00000200600	0	0	0	0
ENSG00000222560	0	0	0	0
ENSG00000206912	0	0	0	0
ENSG00000201016	0	0	0	0
ENSG00000199911	0	0	0	0
ENSG00000223136	0	0	0	0
ENSG00000252601	0	0	0	0
ENSG00000199731	0	0	0	1
ENSG00000207052	0	0	0	0
ENSG00000207956	0	2	0	0
ENSG00000223004	0	0	0	0
ENSG00000200065	0	0	1	0
ENSG00000252373	0	0	0	0
ENSG00000251887	0	0	0	0
ENSG00000266243	0	0	0	0
ENSG00000252867	0	0	0	0
ENSG00000201368	0	0	0	0
ENSG00000265304	0	0	0	0
ENSG00000238441	0	0	0	0
ENSG00000199552	0	0	0	0
ENSG00000199361	0	0	0	0
ENSG00000207060	0	0	0	0
ENSG00000206606	0	0	0	0
ENSG00000222960	0	0	0	0
ENSG00000207627	0	0	0	0
ENSG00000241230	0	0	0	0
ENSG00000265421	0	0	0	0
ENSG00000212265	0	0	0	0
ENSG00000251873	0	0	0	0
ENSG00000210678	0	0	0	0
ENSG00000207293	0	0	0	0
ENSG00000253032	0	0	0	0
ENSG00000223003	0	0	0	0
ENSG00000265135	0	0	0	0
ENSG00000207439	0	0	0	0
ENSG00000242547	0	0	0	0
ENSG00000201869	0	0	0	0
ENSG00000212215	0	0	0	0
ENSG00000264099	0	0	0	0
ENSG00000238913	0	0	0	0
ENSG00000202157	0	0	0	0
ENSG00000265684	0	0	0	0
ENSG00000253073	0	0	0	0
ENSG00000206744	0	0	0	0
ENSG00000264342	0	0	0	0
ENSG00000251951	0	0	0	0
ENSG00000265919	0	0	0	0
ENSG00000252861	0	0	0	0
ENSG00000207013	0	0	0	0
ENSG00000284078	0	0	0	0
ENSG00000276426	0	0	0	0
ENSG00000277506	0	0	0	0
ENSG00000221263	0	0	0	0
ENSG00000207077	0	0	0	0
ENSG00000277001	0	0	0	0
ENSG00000207269	0	0	0	0
ENSG00000199378	0	0	0	0
ENSG00000222987	0	0	0	0
ENSG00000199643	0	0	0	0
ENSG00000207404	0	0	0	0
ENSG00000206593	0	0	0	0
ENSG00000202512	0	2	2	0
ENSG00000253057	0	0	0	0
ENSG00000199786	0	0	0	0
ENSG00000212457	0	0	0	0
ENSG00000283498	0	0	1	3
ENSG00000276047	0	0	0	0
ENSG00000243333	1	0	0	0
ENSG00000221436	0	0	0	0
ENSG00000238363	0	0	0	0
ENSG00000252185	0	0	0	0
ENSG00000207177	0	0	0	0
ENSG00000223179	0	0	0	0
ENSG00000206786	0	0	0	0
ENSG00000264536	0	0	0	0
ENSG00000252514	0	0	0	0
ENSG00000251975	0	0	0	0
ENSG00000201790	0	0	0	0
ENSG00000265691	0	0	0	0
ENSG00000263432	3	1	6	6
ENSG00000202082	0	0	0	0
ENSG00000222609	0	0	0	0
ENSG00000221562	0	0	0	0
ENSG00000199455	0	0	0	0
ENSG00000275939	0	0	0	0
ENSG00000252337	0	0	0	0
ENSG00000199677	0	0	0	0
ENSG00000238904	0	0	0	0
ENSG00000239390	0	0	0	0
ENSG00000201423	0	0	0	0
ENSG00000253023	0	0	0	0
ENSG00000221043	0	0	0	0
ENSG00000222213	0	0	0	0
ENSG00000252068	0	0	0	0
ENSG00000241963	0	0	0	0
ENSG00000199047	0	0	2	0
ENSG00000201532	0	0	0	0
ENSG00000201474	0	0	0	0
ENSG00000206819	0	0	0	0
ENSG00000242928	0	0	0	0
ENSG00000221430	0	0	0	0
ENSG00000202417	0	0	0	0
ENSG00000252794	1	0	0	0
ENSG00000212529	0	0	0	1
ENSG00000222626	0	0	0	0
ENSG00000199219	0	0	0	0
ENSG00000252169	0	0	0	0
ENSG00000201277	0	0	0	0
ENSG00000206845	0	0	0	0
ENSG00000274994	0	0	0	0
ENSG00000251998	0	0	0	0
ENSG00000265160	0	0	0	0
ENSG00000199892	0	0	0	0
ENSG00000277912	0	0	0	0
ENSG00000200555	0	0	0	0
ENSG00000222852	0	0	0	0
ENSG00000198995	0	0	0	0
ENSG00000206686	0	0	0	0
ENSG00000196570	0	0	0	0
ENSG00000279821	4	8	3	0
ENSG00000248696	0	0	0	0
ENSG00000241907	0	0	0	0
ENSG00000214485	16	11	48	80
ENSG00000199409	0	0	0	0
ENSG00000199540	0	0	0	0
ENSG00000185028	0	0	0	0
ENSG00000261434	0	0	0	0
ENSG00000260774	6	1	1	2
ENSG00000286001	4	0	1	2
ENSG00000214278	0	0	1	0
ENSG00000250645	0	0	0	0
ENSG00000188242	1	0	0	0
ENSG00000066230	66	152	101	126
ENSG00000225138	17	55	11	18
ENSG00000250385	0	1	0	2
ENSG00000264233	0	0	0	0
ENSG00000271781	4	8	2	1
ENSG00000249908	0	0	0	0
ENSG00000285522	0	0	0	0
ENSG00000250020	0	0	0	0
ENSG00000247872	0	0	0	0
ENSG00000252533	0	0	0	0
ENSG00000281398	3	36	52	34
ENSG00000252213	0	0	0	0
ENSG00000200959	0	0	0	0
ENSG00000199545	0	0	0	0
ENSG00000253015	0	0	0	0
ENSG00000170476	177	194	470	106
ENSG00000228672	7	33	20	32
ENSG00000200378	0	0	0	0
ENSG00000272411	0	0	0	0
ENSG00000251842	0	0	0	0
ENSG00000207714	0	0	0	0
ENSG00000200161	0	0	0	0
ENSG00000178394	0	0	0	0
ENSG00000069018	0	0	2	3
ENSG00000215218	22	5	20	6
ENSG00000271230	0	0	0	0
ENSG00000272071	0	0	0	0
ENSG00000283420	0	0	0	0
ENSG00000200243	1	0	0	0
ENSG00000215032	0	0	0	0
ENSG00000279985	0	0	0	0
ENSG00000276945	0	0	2	1
ENSG00000253417	0	0	0	1
ENSG00000145863	0	0	0	0
ENSG00000253403	0	0	0	0
ENSG00000118990	0	0	1	5
ENSG00000249610	0	0	0	0
ENSG00000272139	0	0	0	0
ENSG00000249916	0	0	0	0
ENSG00000287794	0	0	0	0
ENSG00000222790	0	0	0	0
ENSG00000254996	5	4	13	3
ENSG00000243056	3	27	8	5
ENSG00000283155	0	0	0	0
ENSG00000251453	1	0	0	2
ENSG00000131495	90	161	145	131
ENSG00000256453	0	0	0	0
ENSG00000250515	0	0	0	0
ENSG00000248106	0	0	0	0
ENSG00000204970	0	0	0	0
ENSG00000204969	0	0	0	1
ENSG00000255408	0	2	1	0
ENSG00000204965	0	0	0	4
ENSG00000081842	0	0	0	3
ENSG00000204963	1	6	2	2
ENSG00000204962	0	0	0	0
ENSG00000204961	1	0	0	0
ENSG00000250120	1	1	1	1
ENSG00000249504	0	0	0	0
ENSG00000249158	0	0	0	1
ENSG00000251664	0	0	0	0
ENSG00000239389	0	0	0	0
ENSG00000243232	0	0	4	4
ENSG00000171815	1	2	1	0
ENSG00000275038	0	2	0	1
ENSG00000164438	0	0	0	0
ENSG00000213393	0	0	0	0
ENSG00000265740	0	0	0	0
ENSG00000254256	0	0	0	0
ENSG00000206909	0	0	0	0
ENSG00000254012	3	1	6	2
ENSG00000264249	0	0	0	0
ENSG00000168269	0	1	0	1
ENSG00000253219	1	0	0	0
ENSG00000249601	0	0	0	0
ENSG00000288615	0	0	0	0
ENSG00000207317	0	0	0	0
ENSG00000185129	45	52	118	157
ENSG00000182700	20	12	47	84
ENSG00000250069	3	0	0	0
ENSG00000258864	0	0	0	0
ENSG00000249947	0	0	2	1
ENSG00000212643	0	0	0	0
ENSG00000260871	0	2	2	1
ENSG00000176055	4	6	29	35
ENSG00000244073	1	2	7	7
ENSG00000271378	0	0	0	0
ENSG00000228212	0	1	6	3
ENSG00000242493	1	0	0	0
ENSG00000270558	4	3	4	6
ENSG00000251880	0	0	0	0
ENSG00000250539	51	105	131	104
ENSG00000168944	51	39	72	113
ENSG00000253146	3	0	3	4
ENSG00000264760	0	0	0	0
ENSG00000221552	0	0	0	0
ENSG00000274472	0	0	0	0
ENSG00000272197	0	0	0	0
ENSG00000241187	0	0	0	0
ENSG00000277039	0	0	0	0
ENSG00000263361	0	0	0	0
